episode,cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward,new_cart_position,new_cart_velocity,new_pole_angle,new_pole_angular_velocity,q_values
0,0.013870235,0.02620832,0.027375758,0.033123445,1,1.0,0.014394402,0.22092721,0.028038226,-0.250798,"[17.424397, 18.431095]"
0,0.014394402,0.22092721,0.028038226,-0.250798,1,1.0,0.018812945,0.4156378,0.023022266,-0.5345069,"[17.785023, 18.40013]"
0,0.018812945,0.4156378,0.023022266,-0.5345069,0,1.0,0.027125701,0.22019978,0.012332128,-0.23465961,"[18.670609, 18.5435]"
0,0.027125701,0.22019978,0.012332128,-0.23465961,1,1.0,0.0315297,0.41514337,0.007638936,-0.52342725,"[17.776121, 18.367172]"
0,0.0315297,0.41514337,0.007638936,-0.52342725,0,1.0,0.039832566,0.21991475,-0.002829609,-0.22834702,"[18.685854, 18.484688]"
0,0.039832566,0.21991475,-0.002829609,-0.22834702,1,1.0,0.04423086,0.41507703,-0.007396549,-0.52192116,"[17.881048, 18.362505]"
0,0.04423086,0.41507703,-0.007396549,-0.52192116,0,1.0,0.0525324,0.22005996,-0.017834973,-0.23157813,"[18.759968, 18.411247]"
0,0.0525324,0.22005996,-0.017834973,-0.23157813,1,1.0,0.0569336,0.41543216,-0.022466535,-0.529833,"[18.111897, 18.445015]"
0,0.0569336,0.41543216,-0.022466535,-0.529833,0,1.0,0.065242246,0.22063334,-0.033063196,-0.24431314,"[18.77426, 18.18707]"
0,0.065242246,0.22063334,-0.033063196,-0.24431314,1,1.0,0.06965491,0.41621158,-0.037949458,-0.54723895,"[18.376316, 18.499737]"
0,0.06965491,0.41621158,-0.037949458,-0.54723895,0,1.0,0.07797914,0.22164275,-0.048894238,-0.2667503,"[18.829575, 17.886623]"
0,0.07797914,0.22164275,-0.048894238,-0.2667503,0,1.0,0.082412,0.027251478,-0.054229245,0.010118943,"[18.686172, 18.528532]"
0,0.082412,0.027251478,-0.054229245,0.010118943,1,1.0,0.08295702,0.22310752,-0.054026864,-0.29916883,"[18.397873, 18.56886]"
0,0.08295702,0.22310752,-0.054026864,-0.29916883,0,1.0,0.087419175,0.028795635,-0.06001024,-0.024002451,"[18.859789, 18.412083]"
0,0.087419175,0.028795635,-0.06001024,-0.024002451,0,1.0,0.08799509,-0.16541666,-0.060490288,0.24915919,"[18.63396, 18.573322]"
0,0.08799509,-0.16541666,-0.060490288,0.24915919,1,1.0,0.084686756,0.030514635,-0.055507105,-0.06197354,"[18.714882, 18.886894]"
0,0.084686756,0.030514635,-0.055507105,-0.06197354,0,1.0,0.08529705,-0.16376935,-0.056746576,0.2126929,"[18.728271, 18.57883]"
0,0.08529705,-0.16376935,-0.056746576,0.2126929,1,1.0,0.08202166,0.032116074,-0.05249272,-0.09733682,"[18.690742, 18.863407]"
0,0.08202166,0.032116074,-0.05249272,-0.09733682,0,1.0,0.08266398,-0.16221577,-0.054439455,0.17833367,"[18.77417, 18.570759]"
0,0.08266398,-0.16221577,-0.054439455,0.17833367,1,1.0,0.079419665,0.033641256,-0.05087278,-0.13101394,"[18.684265, 18.813337]"
0,0.079419665,0.033641256,-0.05087278,-0.13101394,0,1.0,0.08009249,-0.16071644,-0.05349306,0.14519528,"[18.817745, 18.551443]"
0,0.08009249,-0.16071644,-0.05349306,0.14519528,1,1.0,0.07687816,0.035129152,-0.050589155,-0.16387236,"[18.691795, 18.769157]"
0,0.07687816,0.035129152,-0.050589155,-0.16387236,0,1.0,0.07758075,-0.15923348,-0.053866602,0.11243172,"[18.851906, 18.523472]"
0,0.07758075,-0.15923348,-0.053866602,0.11243172,1,1.0,0.074396074,0.036617305,-0.05161797,-0.19674747,"[18.660393, 18.670296]"
0,0.074396074,0.036617305,-0.05161797,-0.19674747,0,1.0,0.07512842,-0.15772977,-0.05555292,0.07921594,"[18.886517, 18.454435]"
0,0.07512842,-0.15772977,-0.05555292,0.07921594,0,1.0,0.07197383,-0.35201317,-0.053968597,0.3538673,"[18.644451, 18.558187]"
