episode,cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward,new_cart_position,new_cart_velocity,new_pole_angle,new_pole_angular_velocity,q_values
140,0.0025459013,-0.005664081,4.3703705e-05,-0.011901409,1,1.0,0.0024326197,0.18945724,-0.00019432449,-0.30457056,"[17.891693, 18.64903]"
140,0.0024326197,0.18945724,-0.00019432449,-0.30457056,1,1.0,0.0062217647,0.38458195,-0.0062857354,-0.5973148,"[18.642456, 18.806171]"
140,0.0062217647,0.38458195,-0.0062857354,-0.5973148,0,1.0,0.013913404,0.18954854,-0.01823203,-0.3066184,"[19.334024, 18.191923]"
140,0.013913404,0.18954854,-0.01823203,-0.3066184,0,1.0,0.017704375,-0.005308936,-0.024364399,-0.019740675,"[18.758842, 18.735435]"
140,0.017704375,-0.005308936,-0.024364399,-0.019740675,1,1.0,0.017598195,0.1901538,-0.02475921,-0.3200102,"[18.247986, 18.681452]"
140,0.017598195,0.1901538,-0.02475921,-0.3200102,0,1.0,0.021401271,-0.004606952,-0.031159416,-0.03523706,"[18.86021, 18.686441]"
140,0.021401271,-0.004606952,-0.031159416,-0.03523706,1,1.0,0.021309132,0.19094765,-0.031864155,-0.33758596,"[18.41692, 18.724476]"
140,0.021309132,0.19094765,-0.031864155,-0.33758596,0,1.0,0.025128085,-0.0037067116,-0.038615875,-0.05511911,"[18.956388, 18.593582]"
140,0.025128085,-0.0037067116,-0.038615875,-0.05511911,1,1.0,0.025053952,0.19194704,-0.03971826,-0.3597312,"[18.604927, 18.751925]"
140,0.025053952,0.19194704,-0.03971826,-0.3597312,0,1.0,0.028892893,-0.0025884563,-0.046912882,-0.07983218,"[19.06047, 18.455528]"
140,0.028892893,-0.0025884563,-0.046912882,-0.07983218,0,1.0,0.028841123,-0.1970076,-0.048509527,0.19768836,"[18.752888, 18.719208]"
140,0.028841123,-0.1970076,-0.048509527,0.19768836,1,1.0,0.024900971,-0.0012265758,-0.044555757,-0.10989393,"[18.645, 18.81996]"
140,0.024900971,-0.0012265758,-0.044555757,-0.10989393,0,1.0,0.02487644,-0.19568267,-0.046753637,0.16840568,"[18.738392, 18.700245]"
140,0.02487644,-0.19568267,-0.046753637,0.16840568,1,1.0,0.020962786,7.623484e-05,-0.043385524,-0.13865237,"[18.65464, 18.752186]"
140,0.020962786,7.623484e-05,-0.043385524,-0.13865237,0,1.0,0.020964311,-0.19439833,-0.04615857,0.14003363,"[18.707401, 18.677084]"
140,0.020964311,-0.19439833,-0.04615857,0.14003363,1,1.0,0.017076345,0.001353284,-0.043357898,-0.16684684,"[18.665089, 18.67964]"
140,0.017076345,0.001353284,-0.043357898,-0.16684684,0,1.0,0.01710341,-0.19312207,-0.046694834,0.11184881,"[18.746319, 18.662472]"
140,0.01710341,-0.19312207,-0.046694834,0.11184881,0,1.0,0.013240969,-0.3875449,-0.04445786,0.38944188,"[18.615347, 18.576061]"
140,0.013240969,-0.3875449,-0.04445786,0.38944188,1,1.0,0.0054900707,-0.19182105,-0.036669023,0.0830799,"[18.702372, 18.789936]"
140,0.0054900707,-0.19182105,-0.036669023,0.0830799,1,1.0,0.0016536494,0.0038068215,-0.035007425,-0.22094294,"[18.399345, 18.424036]"
140,0.0016536494,0.0038068215,-0.035007425,-0.22094294,0,1.0,0.0017297858,-0.1907977,-0.039426282,0.06049492,"[18.730492, 18.581043]"
140,0.0017297858,-0.1907977,-0.039426282,0.06049492,0,1.0,-0.0020861682,-0.38533285,-0.038216386,0.34048253,"[18.438334, 18.322926]"
140,-0.0020861682,-0.38533285,-0.038216386,0.34048253,1,1.0,-0.009792825,-0.18968856,-0.031406734,0.035997503,"[18.633728, 18.707306]"
140,-0.009792825,-0.18968856,-0.031406734,0.035997503,0,1.0,-0.013586597,-0.3843464,-0.030686785,0.3186082,"[18.45997, 18.295012]"
140,-0.013586597,-0.3843464,-0.030686785,0.3186082,1,1.0,-0.021273524,-0.18880112,-0.02431462,0.01640789,"[18.533527, 18.659975]"
140,-0.021273524,-0.18880112,-0.02431462,0.01640789,0,1.0,-0.025049547,-0.38356608,-0.023986463,0.30132118,"[18.4834, 18.309013]"
140,-0.025049547,-0.38356608,-0.023986463,0.30132118,1,1.0,-0.032720868,-0.18811062,-0.017960038,0.0011709783,"[18.444185, 18.62662]"
140,-0.032720868,-0.18811062,-0.017960038,0.0011709783,0,1.0,-0.03648308,-0.38297045,-0.017936619,0.28813362,"[18.47181, 18.34496]"
140,-0.03648308,-0.38297045,-0.017936619,0.28813362,1,1.0,-0.04414249,-0.18759736,-0.012173947,-0.010151942,"[18.408566, 18.625446]"
140,-0.04414249,-0.18759736,-0.012173947,-0.010151942,0,1.0,-0.047894437,-0.38254264,-0.0123769855,0.27866524,"[18.457989, 18.38618]"
140,-0.047894437,-0.38254264,-0.0123769855,0.27866524,1,1.0,-0.05554529,-0.18724632,-0.0068036807,-0.017895536,"[18.386797, 18.645966]"
140,-0.05554529,-0.18724632,-0.0068036807,-0.017895536,1,1.0,-0.059290215,0.007972535,-0.0071615917,-0.31271732,"[18.43922, 18.440563]"
140,-0.059290215,0.007972535,-0.0071615917,-0.31271732,0,1.0,-0.059130765,-0.18704666,-0.013415938,-0.022301508,"[18.793224, 18.403933]"
140,-0.059130765,-0.18704666,-0.013415938,-0.022301508,0,1.0,-0.0628717,-0.38197368,-0.013861968,0.26611853,"[18.48634, 18.387928]"
140,-0.0628717,-0.38197368,-0.013861968,0.26611853,1,1.0,-0.07051117,-0.18665665,-0.0085395975,-0.03090415,"[18.433563, 18.649342]"
140,-0.07051117,-0.18665665,-0.0085395975,-0.03090415,0,1.0,-0.074244305,-0.3816551,-0.009157681,0.25907224,"[18.45818, 18.431345]"
140,-0.074244305,-0.3816551,-0.009157681,0.25907224,1,1.0,-0.08187741,-0.18640362,-0.003976235,-0.036485005,"[18.410728, 18.663464]"
140,-0.08187741,-0.18640362,-0.003976235,-0.036485005,1,1.0,-0.08560548,0.008775121,-0.0047059353,-0.3304198,"[18.427698, 18.481627]"
140,-0.08560548,0.008775121,-0.0047059353,-0.3304198,0,1.0,-0.085429974,-0.18627952,-0.011314332,-0.039224625,"[18.818924, 18.374615]"
140,-0.085429974,-0.18627952,-0.011314332,-0.039224625,0,1.0,-0.08915557,-0.38123742,-0.012098825,0.24986716,"[18.477478, 18.420637]"
140,-0.08915557,-0.38123742,-0.012098825,0.24986716,1,1.0,-0.096780315,-0.1859448,-0.0071014813,-0.046607308,"[18.4528, 18.645514]"
140,-0.096780315,-0.1859448,-0.0071014813,-0.046607308,1,1.0,-0.10049921,0.00927826,-0.008033628,-0.34152234,"[18.452946, 18.472271]"
140,-0.10049921,0.00927826,-0.008033628,-0.34152234,0,1.0,-0.10031365,-0.18572848,-0.014864074,-0.051383525,"[18.821384, 18.298157]"
140,-0.10031365,-0.18572848,-0.014864074,-0.051383525,0,1.0,-0.10402822,-0.38063416,-0.015891744,0.23657285,"[18.511993, 18.411777]"
140,-0.10402822,-0.38063416,-0.015891744,0.23657285,1,1.0,-0.1116409,-0.18528883,-0.011160288,-0.061080147,"[18.481785, 18.621498]"
140,-0.1116409,-0.18528883,-0.011160288,-0.061080147,0,1.0,-0.11534668,-0.380249,-0.012381891,0.22806084,"[18.490698, 18.469568]"
140,-0.11534668,-0.380249,-0.012381891,0.22806084,1,1.0,-0.12295166,-0.18495232,-0.007820673,-0.06850192,"[18.42848, 18.618185]"
140,-0.12295166,-0.18495232,-0.007820673,-0.06850192,1,1.0,-0.1266507,0.010280886,-0.009190712,-0.363642,"[18.474804, 18.533623]"
140,-0.1266507,0.010280886,-0.009190712,-0.363642,0,1.0,-0.12644508,-0.18470925,-0.016463552,-0.073871195,"[18.805061, 18.177734]"
140,-0.12644508,-0.18470925,-0.016463552,-0.073871195,0,1.0,-0.13013928,-0.37959135,-0.017940976,0.21357228,"[18.525452, 18.458134]"
140,-0.13013928,-0.37959135,-0.017940976,0.21357228,1,1.0,-0.13773109,-0.18421756,-0.013669531,-0.08471562,"[18.427204, 18.55735]"
140,-0.13773109,-0.18421756,-0.013669531,-0.08471562,0,1.0,-0.14141545,-0.3791409,-0.015363843,0.2036234,"[18.529558, 18.505444]"
140,-0.14141545,-0.3791409,-0.015363843,0.2036234,1,1.0,-0.14899826,-0.18380266,-0.011291375,-0.09386621,"[18.408062, 18.548191]"
140,-0.14899826,-0.18380266,-0.011291375,-0.09386621,0,1.0,-0.15267432,-0.37876096,-0.013168699,0.19523302,"[18.545143, 18.539455]"
140,-0.15267432,-0.37876096,-0.013168699,0.19523302,1,1.0,-0.16024955,-0.18345314,-0.009264039,-0.10157479,"[18.40362, 18.545961]"
140,-0.16024955,-0.18345314,-0.009264039,-0.10157479,0,1.0,-0.1639186,-0.37844113,-0.011295535,0.18817101,"[18.558762, 18.542364]"
140,-0.1639186,-0.37844113,-0.011295535,0.18817101,1,1.0,-0.17148742,-0.1831594,-0.007532114,-0.108053684,"[18.39796, 18.539879]"
140,-0.17148742,-0.1831594,-0.007532114,-0.108053684,0,1.0,-0.17515062,-0.3781726,-0.009693188,0.1822434,"[18.566227, 18.538956]"
140,-0.17515062,-0.3781726,-0.009693188,0.1822434,1,1.0,-0.18271406,-0.1829133,-0.0060483194,-0.11348154,"[18.386717, 18.52761]"
140,-0.18271406,-0.1829133,-0.0060483194,-0.11348154,0,1.0,-0.18637232,-0.37794808,-0.00831795,0.17728707,"[18.56336, 18.534855]"
140,-0.18637232,-0.37794808,-0.00831795,0.17728707,1,1.0,-0.1939313,-0.18270807,-0.004772209,-0.11800824,"[18.368975, 18.501238]"
140,-0.1939313,-0.18270807,-0.004772209,-0.11800824,0,1.0,-0.19758545,-0.37776133,-0.0071323738,0.17316528,"[18.555943, 18.52409]"
140,-0.19758545,-0.37776133,-0.0071323738,0.17316528,1,1.0,-0.20514068,-0.18253803,-0.0036690682,-0.121759124,"[18.361303, 18.468204]"
