episode,cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward,new_cart_position,new_cart_velocity,new_pole_angle,new_pole_angular_velocity,q_values
110,0.018778875,0.032430008,-0.04436016,-0.046433836,0,1.0,0.019427475,-0.1620287,-0.04528884,0.23192966,"[18.71368, 18.69481]"
110,0.019427475,-0.1620287,-0.04528884,0.23192966,0,1.0,0.0161869,-0.35647523,-0.040650245,0.50999004,"[18.972492, 18.70113]"
110,0.0161869,-0.35647523,-0.040650245,0.50999004,0,1.0,0.009057396,-0.55100167,-0.030450443,0.7895907,"[18.695112, 18.577312]"
110,0.009057396,-0.55100167,-0.030450443,0.7895907,1,1.0,-0.001962637,-0.35547507,-0.014658628,0.48748574,"[18.667753, 18.76597]"
110,-0.001962637,-0.35547507,-0.014658628,0.48748574,0,1.0,-0.009072138,-0.55038714,-0.004908913,0.775513,"[18.663557, 18.542645]"
110,-0.009072138,-0.55038714,-0.004908913,0.775513,1,1.0,-0.020079881,-0.35519803,0.010601346,0.48128963,"[18.542952, 18.655285]"
110,-0.020079881,-0.35519803,0.010601346,0.48128963,0,1.0,-0.027183842,-0.55046797,0.02022714,0.7772949,"[18.457582, 18.434696]"
110,-0.027183842,-0.55046797,0.02022714,0.7772949,1,1.0,-0.0381932,-0.35562995,0.035773035,0.49104396,"[18.422625, 18.489635]"
110,-0.0381932,-0.35562995,0.035773035,0.49104396,1,1.0,-0.0453058,-0.16103041,0.045593914,0.20984642,"[18.300173, 18.313581]"
110,-0.0453058,-0.16103041,0.045593914,0.20984642,0,1.0,-0.04852641,-0.3567736,0.049790844,0.5165561,"[18.452736, 18.118324]"
110,-0.04852641,-0.3567736,0.049790844,0.5165561,1,1.0,-0.055661883,-0.16238685,0.060121965,0.23996973,"[18.17243, 18.239908]"
110,-0.055661883,-0.16238685,0.060121965,0.23996973,0,1.0,-0.058909617,-0.35831383,0.06492136,0.5509944,"[18.345417, 17.994183]"
110,-0.058909617,-0.35831383,0.06492136,0.5509944,1,1.0,-0.06607589,-0.1641609,0.07594125,0.27945203,"[17.890383, 18.101624]"
110,-0.06607589,-0.1641609,0.07594125,0.27945203,0,1.0,-0.069359116,-0.3602794,0.08153029,0.5950872,"[18.273539, 17.988886]"
110,-0.069359116,-0.3602794,0.08153029,0.5950872,1,1.0,-0.0765647,-0.1663875,0.09343203,0.32915878,"[17.380564, 18.015116]"
110,-0.0765647,-0.1663875,0.09343203,0.32915878,1,1.0,-0.07989245,0.027288796,0.10001521,0.06734051,"[18.033699, 17.992111]"
110,-0.07989245,0.027288796,0.10001521,0.06734051,0,1.0,-0.07934667,-0.16911426,0.10136202,0.38982832,"[18.007904, 17.944971]"
110,-0.07934667,-0.16911426,0.10136202,0.38982832,1,1.0,-0.08272896,0.024433946,0.10915858,0.13074559,"[17.544436, 17.817095]"
110,-0.08272896,0.024433946,0.10915858,0.13074559,1,1.0,-0.08224028,0.21783668,0.1117735,-0.1256029,"[17.745588, 17.845062]"
110,-0.08224028,0.21783668,0.1117735,-0.1256029,0,1.0,-0.07788355,0.021305671,0.10926144,0.20014705,"[18.02421, 18.22412]"
110,-0.07788355,0.021305671,0.10926144,0.20014705,1,1.0,-0.077457435,0.21470909,0.11326438,-0.056169163,"[17.40321, 17.72737]"
110,-0.077457435,0.21470909,0.11326438,-0.056169163,1,1.0,-0.073163256,0.40804017,0.112141,-0.31107903,"[17.972637, 18.125443]"
110,-0.073163256,0.40804017,0.112141,-0.31107903,1,1.0,-0.06500245,0.6014007,0.10591941,-0.5663976,"[17.694279, 18.265823]"
110,-0.06500245,0.6014007,0.10591941,-0.5663976,1,1.0,-0.052974436,0.79488975,0.09459146,-0.82392263,"[17.701944, 18.264313]"
110,-0.052974436,0.79488975,0.09459146,-0.82392263,0,1.0,-0.03707664,0.59861,0.07811301,-0.5030507,"[18.097746, 17.919556]"
110,-0.03707664,0.59861,0.07811301,-0.5030507,1,1.0,-0.02510444,0.7925491,0.068051994,-0.7701304,"[17.597086, 18.12399]"
110,-0.02510444,0.7925491,0.068051994,-0.7701304,0,1.0,-0.009253458,0.5965598,0.05264939,-0.45683515,"[17.983862, 17.762745]"
110,-0.009253458,0.5965598,0.05264939,-0.45683515,1,1.0,0.002677739,0.79089946,0.043512687,-0.73246884,"[17.671577, 17.992283]"
110,0.002677739,0.79089946,0.043512687,-0.73246884,1,1.0,0.018495727,0.985394,0.028863309,-1.0111458,"[18.011366, 17.598778]"
110,0.018495727,0.985394,0.028863309,-1.0111458,0,1.0,0.03820361,0.78989905,0.008640392,-0.7095409,"[18.326199, 16.905685]"
110,0.03820361,0.78989905,0.008640392,-0.7095409,0,1.0,0.05400159,0.5946585,-0.0055504264,-0.41415077,"[18.073397, 17.330933]"
110,0.05400159,0.5946585,-0.0055504264,-0.41415077,1,1.0,0.06589476,0.7898587,-0.013833442,-0.70857835,"[18.005339, 17.680325]"
110,0.06589476,0.7898587,-0.013833442,-0.70857835,0,1.0,0.081691936,0.59493107,-0.028005008,-0.42028177,"[18.078514, 17.034317]"
110,0.081691936,0.59493107,-0.028005008,-0.42028177,0,1.0,0.09359055,0.40021685,-0.036410645,-0.13655743,"[18.148808, 17.428858]"
110,0.09359055,0.40021685,-0.036410645,-0.13655743,0,1.0,0.10159489,0.20563483,-0.039141793,0.1444198,"[18.451868, 17.82403]"
110,0.10159489,0.20563483,-0.039141793,0.1444198,0,1.0,0.105707586,0.011094662,-0.036253396,0.4245018,"[18.388437, 18.08971]"
110,0.105707586,0.011094662,-0.036253396,0.4245018,1,1.0,0.10592948,0.2067109,-0.027763361,0.12061407,"[18.287977, 18.144823]"
110,0.10592948,0.2067109,-0.027763361,0.12061407,0,1.0,0.1100637,0.011997505,-0.02535108,0.40441024,"[18.324587, 18.007027]"
110,0.1100637,0.011997505,-0.02535108,0.40441024,0,1.0,0.11030365,-0.18275592,-0.017262874,0.6889941,"[18.161207, 18.067755]"
110,0.11030365,-0.18275592,-0.017262874,0.6889941,0,1.0,0.10664853,-0.37763408,-0.003482993,0.9761928,"[17.9132, 17.876925]"
