episode,cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward,new_cart_position,new_cart_velocity,new_pole_angle,new_pole_angular_velocity,q_values
90,0.027276505,-0.02878793,-0.041936357,0.009389073,1,1.0,0.026700746,0.16690958,-0.041748576,-0.29622477,"[18.504658, 19.007938]"
90,0.026700746,0.16690958,-0.041748576,-0.29622477,0,1.0,0.030038938,-0.02759312,-0.047673073,-0.016995467,"[18.649597, 18.580456]"
90,0.030038938,-0.02759312,-0.047673073,-0.016995467,1,1.0,0.029487075,0.16817896,-0.048012983,-0.3243305,"[18.642445, 19.065742]"
90,0.029487075,0.16817896,-0.048012983,-0.3243305,0,1.0,0.032850653,-0.026227638,-0.054499593,-0.04716707,"[18.695065, 18.463007]"
90,0.032850653,-0.026227638,-0.054499593,-0.04716707,0,1.0,0.032326102,-0.22052747,-0.055442933,0.227835,"[18.788233, 19.101974]"
90,0.032326102,-0.22052747,-0.055442933,0.227835,0,1.0,0.027915552,-0.41481507,-0.050886232,0.5025267,"[18.494204, 18.834248]"
90,0.027915552,-0.41481507,-0.050886232,0.5025267,1,1.0,0.01961925,-0.21901418,-0.0408357,0.19425148,"[18.434114, 19.050917]"
90,0.01961925,-0.21901418,-0.0408357,0.19425148,1,1.0,0.015238967,-0.023332607,-0.03695067,-0.11102855,"[18.300951, 18.657612]"
90,0.015238967,-0.023332607,-0.03695067,-0.11102855,0,1.0,0.014772315,-0.21790613,-0.03917124,0.16977148,"[18.786716, 18.992443]"
90,0.014772315,-0.21790613,-0.03917124,0.16977148,1,1.0,0.010414192,-0.022246037,-0.03577581,-0.13500692,"[18.296074, 18.601723]"
90,0.010414192,-0.022246037,-0.03577581,-0.13500692,1,1.0,0.009969272,0.1733696,-0.03847595,-0.43875846,"[18.790825, 18.91202]"
90,0.009969272,0.1733696,-0.03847595,-0.43875846,0,1.0,0.013436664,-0.021187248,-0.04725112,-0.15844832,"[18.648046, 17.762339]"
90,0.013436664,-0.021187248,-0.04725112,-0.15844832,1,1.0,0.013012919,0.17457823,-0.050420087,-0.46565545,"[18.839542, 18.82601]"
90,0.013012919,0.17457823,-0.050420087,-0.46565545,0,1.0,0.016504483,-0.019796383,-0.059733193,-0.18928127,"[18.525303, 17.414919]"
90,0.016504483,-0.019796383,-0.059733193,-0.18928127,0,1.0,0.016108556,-0.21401516,-0.06351882,0.08397617,"[18.825357, 18.626421]"
90,0.016108556,-0.21401516,-0.06351882,0.08397617,1,1.0,0.011828253,-0.018042907,-0.061839297,-0.22805136,"[18.885609, 18.72072]"
90,0.011828253,-0.018042907,-0.061839297,-0.22805136,0,1.0,0.011467394,-0.21222912,-0.06640033,0.04450203,"[18.590685, 18.1713]"
90,0.011467394,-0.21222912,-0.06640033,0.04450203,0,1.0,0.007222812,-0.4063392,-0.06551028,0.31551814,"[18.973667, 18.712782]"
90,0.007222812,-0.4063392,-0.06551028,0.31551814,1,1.0,-0.0009039716,-0.21034822,-0.05919992,0.0029160553,"[18.691982, 18.977846]"
90,-0.0009039716,-0.21034822,-0.05919992,0.0029160553,0,1.0,-0.0051109362,-0.4045734,-0.0591416,0.27634883,"[18.823229, 18.593904]"
90,-0.0051109362,-0.4045734,-0.0591416,0.27634883,1,1.0,-0.013202404,-0.20865974,-0.053614624,-0.03438537,"[18.622568, 18.881155]"
90,-0.013202404,-0.20865974,-0.053614624,-0.03438537,0,1.0,-0.0173756,-0.40297347,-0.05430233,0.24091128,"[18.672401, 18.400503]"
90,-0.0173756,-0.40297347,-0.05430233,0.24091128,0,1.0,-0.025435068,-0.59727937,-0.049484104,0.51598346,"[18.551113, 18.800398]"
90,-0.025435068,-0.59727937,-0.049484104,0.51598346,0,1.0,-0.037380654,-0.79167086,-0.039164435,0.7926714,"[18.384548, 19.01367]"
90,-0.037380654,-0.79167086,-0.039164435,0.7926714,1,1.0,-0.053214073,-0.59603375,-0.023311008,0.48792934,"[18.02568, 18.782995]"
90,-0.053214073,-0.59603375,-0.023311008,0.48792934,1,1.0,-0.06513475,-0.40059078,-0.013552421,0.18799174,"[18.151848, 18.845606]"
90,-0.06513475,-0.40059078,-0.013552421,0.18799174,1,1.0,-0.07314657,-0.20527759,-0.009792586,-0.108935446,"[18.130772, 18.642282]"
90,-0.07314657,-0.20527759,-0.009792586,-0.108935446,0,1.0,-0.07725211,-0.40025786,-0.011971295,0.18064196,"[18.3699, 18.146238]"
90,-0.07725211,-0.40025786,-0.011971295,0.18064196,1,1.0,-0.08525727,-0.20496666,-0.008358455,-0.11579332,"[18.10759, 18.627943]"
90,-0.08525727,-0.20496666,-0.008358455,-0.11579332,0,1.0,-0.08935661,-0.39996785,-0.010674322,0.1742409,"[18.385063, 18.156881]"
90,-0.08935661,-0.39996785,-0.010674322,0.1742409,1,1.0,-0.09735596,-0.20469478,-0.007189504,-0.12179022,"[18.086494, 18.618414]"
90,-0.09735596,-0.20469478,-0.007189504,-0.12179022,0,1.0,-0.10144986,-0.39971298,-0.009625308,0.16861585,"[18.40415, 18.171995]"
90,-0.10144986,-0.39971298,-0.009625308,0.16861585,0,1.0,-0.10944412,-0.59469587,-0.0062529915,0.4582468,"[18.061756, 18.599066]"
