episode,cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward,new_cart_position,new_cart_velocity,new_pole_angle,new_pole_angular_velocity,q_values
0,-0.011144793,-0.032093763,-0.019434439,-0.009846058,0,1.0,-0.011786668,-0.22693169,-0.019631362,0.27664226,"[9.288099, 9.209561]"
0,-0.011786668,-0.22693169,-0.019631362,0.27664226,0,1.0,-0.0163253,-0.42176813,-0.014098516,0.5630694,"[9.496889, 9.363869]"
0,-0.0163253,-0.42176813,-0.014098516,0.5630694,0,1.0,-0.024760664,-0.61668944,-0.0028371278,0.8512775,"[9.687905, 9.498937]"
0,-0.024760664,-0.61668944,-0.0028371278,0.8512775,0,1.0,-0.03709445,-0.8117726,0.014188422,1.1430669,"[9.990962, 9.758191]"
0,-0.03709445,-0.8117726,0.014188422,1.1430669,1,1.0,-0.053329904,-0.6168389,0.03704976,0.85486704,"[10.0773735, 10.095815]"
0,-0.053329904,-0.6168389,0.03704976,0.85486704,0,1.0,-0.06566668,-0.81244564,0.054147102,1.158966,"[10.311693, 10.246566]"
0,-0.06566668,-0.81244564,0.054147102,1.158966,1,1.0,-0.081915595,-0.61806947,0.07732642,0.8837405,"[10.0319395, 10.623018]"
0,-0.081915595,-0.61806947,0.07732642,0.8837405,1,1.0,-0.09427699,-0.42407793,0.09500123,0.61633396,"[10.400676, 10.912071]"
0,-0.09427699,-0.42407793,0.09500123,0.61633396,1,1.0,-0.10275854,-0.23040262,0.10732791,0.35501936,"[10.712699, 11.154698]"
0,-0.10275854,-0.23040262,0.10732791,0.35501936,1,1.0,-0.1073666,-0.03695736,0.1144283,0.09801501,"[11.10462, 11.2681055]"
0,-0.1073666,-0.03695736,0.1144283,0.09801501,0,1.0,-0.10810574,-0.23351753,0.1163886,0.4244956,"[11.193707, 11.151634]"
0,-0.10810574,-0.23351753,0.1163886,0.4244956,1,1.0,-0.11277609,-0.040220037,0.12487851,0.17065206,"[11.001154, 11.452794]"
0,-0.11277609,-0.040220037,0.12487851,0.17065206,0,1.0,-0.113580495,-0.23688757,0.12829155,0.4999751,"[11.318924, 11.435202]"
0,-0.113580495,-0.23688757,0.12829155,0.4999751,1,1.0,-0.118318245,-0.04378547,0.13829105,0.25031665,"[10.760153, 11.654315]"
0,-0.118318245,-0.04378547,0.13829105,0.25031665,0,1.0,-0.119193956,-0.24058346,0.14329739,0.5832235,"[11.246178, 11.70469]"
0,-0.119193956,-0.24058346,0.14329739,0.5832235,1,1.0,-0.12400562,-0.047728986,0.15496185,0.33889216,"[10.4022665, 11.867475]"
0,-0.12400562,-0.047728986,0.15496185,0.33889216,0,1.0,-0.12496021,-0.24467732,0.16173969,0.67615145,"[11.032842, 11.962548]"
0,-0.12496021,-0.24467732,0.16173969,0.67615145,1,1.0,-0.12985376,-0.05212825,0.17526272,0.43844178,"[9.698087, 11.800864]"
0,-0.12985376,-0.05212825,0.17526272,0.43844178,1,1.0,-0.13089631,0.14013632,0.18403156,0.20572682,"[10.651817, 12.240971]"
0,-0.13089631,0.14013632,0.18403156,0.20572682,1,1.0,-0.12809359,0.33221507,0.1881461,-0.023725765,"[11.587058, 12.534423]"
0,-0.12809359,0.33221507,0.1881461,-0.023725765,1,1.0,-0.12144929,0.52421063,0.18767159,-0.25164756,"[12.082797, 12.571601]"
0,-0.12144929,0.52421063,0.18767159,-0.25164756,1,1.0,-0.11096507,0.7162263,0.18263863,-0.47976166,"[12.327939, 12.4985285]"
0,-0.11096507,0.7162263,0.18263863,-0.47976166,0,1.0,-0.09664055,0.5190596,0.1730434,-0.13553281,"[12.24022, 12.314488]"
0,-0.09664055,0.5190596,0.1730434,-0.13553281,0,1.0,-0.08625936,0.3219359,0.17033274,0.20635802,"[12.22738, 12.496963]"
0,-0.08625936,0.3219359,0.17033274,0.20635802,1,1.0,-0.07982064,0.51426464,0.1744599,-0.02812418,"[11.573817, 12.658452]"
0,-0.07982064,0.51426464,0.1744599,-0.02812418,1,1.0,-0.069535345,0.7065114,0.17389742,-0.2610855,"[12.155585, 12.708783]"
0,-0.069535345,0.7065114,0.17389742,-0.2610855,0,1.0,-0.05540512,0.50938874,0.1686757,0.08100744,"[12.256114, 12.474431]"
0,-0.05540512,0.50938874,0.1686757,0.08100744,1,1.0,-0.045217346,0.7017417,0.17029586,-0.15407129,"[11.965336, 12.86283]"
0,-0.045217346,0.7017417,0.17029586,-0.15407129,1,1.0,-0.03118251,0.89406806,0.16721444,-0.38856238,"[12.152789, 12.552461]"
0,-0.03118251,0.89406806,0.16721444,-0.38856238,1,1.0,-0.01330115,1.0864708,0.15944318,-0.624209,"[12.167622, 12.378678]"
0,-0.01330115,1.0864708,0.15944318,-0.624209,1,1.0,0.008428267,1.2790499,0.146959,-0.8627355,"[12.04867, 12.183354]"
0,0.008428267,1.2790499,0.146959,-0.8627355,1,1.0,0.034009267,1.4718982,0.1297043,-1.1058394,"[11.829871, 11.921901]"
0,0.034009267,1.4718982,0.1297043,-1.1058394,1,1.0,0.06344723,1.6650987,0.10758751,-1.3551794,"[11.534472, 11.574335]"
0,0.06344723,1.6650987,0.10758751,-1.3551794,0,1.0,0.0967492,1.4688036,0.08048392,-1.0308696,"[11.048953, 11.017554]"
0,0.0967492,1.4688036,0.08048392,-1.0308696,1,1.0,0.12612528,1.6627679,0.05986653,-1.2972375,"[10.836534, 10.851726]"
0,0.12612528,1.6627679,0.05986653,-1.2972375,0,1.0,0.15938063,1.466939,0.03392178,-0.98643005,"[10.318439, 10.273737]"
0,0.15938063,1.466939,0.03392178,-0.98643005,0,1.0,0.1887194,1.2713796,0.014193178,-0.6832886,"[10.187356, 10.139241]"
0,0.1887194,1.2713796,0.014193178,-0.6832886,0,1.0,0.214147,1.0760634,0.00052740646,-0.38617125,"[10.210338, 10.139732]"
0,0.214147,1.0760634,0.00052740646,-0.38617125,0,1.0,0.23566827,0.88093394,-0.0071960185,-0.093322076,"[10.214778, 10.098916]"
